Job Title,Experience,Company,Scraped data,Salary,Location,Tags,Posted date
Opening For Cabin Crew - Leading Full Service Airline,0-5 Yrs,Onboard Hrservices Llp,07/04/2023,2-7 Lacs PA,"Guwahati, Imphal, Kolkata, Hyderabad/Secunderabad, Chennai, Jaipur, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","['Cabin Crew', 'cabin crew activities', 'aviation', 'leadership', 'cabin', 'airlines', 'ground staff activities', 'air hostess activities']",3 Days Ago
Opening For Cabin Crew - Leading Full Service Airline,0-5 Yrs,Onboard Hrservices Llp,07/04/2023,2-7 Lacs PA,"Guwahati, Kolkata, Hyderabad/Secunderabad, Chennai, Jaipur, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","['Cabin Crew', 'cabin crew activities', 'aviation', 'leadership', 'cabin', 'airlines', 'ground staff activities', 'air hostess activities']",3 Days Ago
Air Hostess /Cabin Crew - Leading Full Service Airline,0-5 Yrs,Onboard Hrservices Llp,07/04/2023,2-7 Lacs PA,"Chennai, Delhi / NCR, Mumbai (All Areas)","['Cabin Crew', 'cabin crew activities', 'airlines', 'ground staff activities', 'air hostess activities', 'leadership', 'aviation', 'customer service']",3 Days Ago
Air Hostess /Cabin Crew - Leading Full Service Airline,0-5 Yrs,Onboard Hrservices Llp,07/04/2023,2-7 Lacs PA,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","['Cabin Crew', 'cabin crew activities', 'aviation', 'leadership', 'cabin', 'airlines', 'ground staff activities', 'air hostess activities']",3 Days Ago
Travel Sales Agents / Airline Ticketing Executive / Travel Consultant,1-6 Yrs,Sharda Consultancy Services,07/04/2023,1-4 Lacs PA,"Noida, Gurgaon/Gurugram, Delhi / NCR(A3 Block Janakpuri +3)","['Flight', 'Amadeus', 'Travel Process', 'Air Ticketing', 'International BPO', 'ticketing', 'uk', 'international voice process']",Just Now
Hiring For Cabin Crew/ Ground Staff/ Ticketing Executive - Fresher,0-2 Yrs,Cita Training Academy,07/04/2023,Not disclosed,"Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","['Ground Staff Activities', 'Cabin Crew Activities', 'fresher', 'hospitality management', 'bhm', 'events', 'reservation', 'air hostess activities']",9 Days Ago
Required Travel Sales Agents / Airline Ticketing Executive,1-3 Yrs,Sharda Consultancy Services,07/04/2023,Not disclosed,Delhi / NCR,"['Tour Packages', 'amadeus', 'air ticketing', 'tours', 'airline ticketing', 'travel', 'gd', 'packaging']",7 Days Ago
Walk-in Air Hostess / Cabin Crew Delhi - Noida - Gurgaon,0-3 Yrs,Cita Training Academy,07/04/2023,2.25-4.25 Lacs PA,"Ghaziabad, Gurgaon/Gurugram, Delhi / NCR","['Aviation', 'Delhi airport', 'airport', 'Fresher', 'hotel booking', 'flight', 'cabin', 'air ticketing']",12 Days Ago
Ground Staff Interview For Delhi Airport,0-2 Yrs,Cita Training Academy,07/04/2023,Not disclosed,"Kolkata, Delhi / NCR, Mumbai (All Areas)","['Hotel Management', 'ground staff jjobs', 'Airlines', 'relationship', 'bpo', 'ticketing', 'hotel', 'cabin crew activities']",29 Days Ago
Travel Consultant || Travel Executive || Captive Unit || Airlines,0-5 Yrs,Wsne Consulting,07/04/2023,3-4.75 Lacs PA,Gurgaon/Gurugram,"['international bpo', 'International Call Center', 'voice process', 'Travel Process', 'International Travel', 'travel', 'gds', 'sales']",26 Days Ago
Travel Sales Agents / Airline Ticketing Executive / Travel Consultant,1-3 Yrs,Sharda Consultancy Services,07/04/2023,Not disclosed,Delhi / NCR,"['Holiday Packages', 'international ticketing', 'airlines', 'international', 'tours', 'amadeus', 'sales', 'packaging']",28 Days Ago
Cabin Crew / Air Hostess | Male / Female,0-5 Yrs,VHR Professional Services,07/04/2023,8-15 Lacs PA,"Mumbai, Bangalore/Bengaluru, Delhi / NCR","['cabin crew', 'Air Hostess Activities', 'process', 'news reading', 'voice', 'international bpo', 'cabin crew activities', 'ticketing']",1 Day Ago
Hiring For Customer Service Executive (Airlines process),0-5 Yrs,Varda Hr Llp,07/04/2023,"50,000-3 Lacs PA",Mumbai (All Areas),"['Aviation', 'Inbound Calls', 'Travel', 'Airlines process', 'Customer Handling', 'airline process', 'process', 'customer care']",1 Day Ago
Walk-in Direct Hiring For Cabin crew | Delhi ||Salary -35k 45k +Perks,0-3 Yrs,Cita Training Academy,07/04/2023,Not disclosed,"Ghaziabad, Faridabad, Delhi / NCR","['cabin crew', 'cabin crew activities', 'hostess activities', 'aviation', 'calling', 'cabin', 'airlines', 'direct']",12 Days Ago
Interviews  For a Leading Airline in Gurgaon - Delhi Males and Females,0-3 Yrs,Cita Training Academy,07/04/2023,Not disclosed,"Noida, Gurgaon/Gurugram, Delhi / NCR","['Aviation', 'Delhi airport', 'airport', 'Fresher', 'hotel booking', 'cabin', 'air ticketing', 'ticketing']",12 Days Ago
Opening For lead Cabin Crew - Leading Full Service Airline,0-5 Yrs,Onboard Hrservices Llp,07/04/2023,2-7 Lacs PA,"Guwahati, Kolkata, Hyderabad/Secunderabad, Chennai, Jaipur, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","['Cabin Crew', 'air hostess activities', 'customer service', 'ground staff activities', 'airlines', 'customer care', 'cabin', 'aviation']",3 Days Ago
Airline Ticketing Executive,0-3 Yrs,Sourcegrids Consulting Llp,07/04/2023,"50,000-2.5 Lacs PA","Panaji/Panjim, Mumbai (All Areas)","['Ticketing', 'Airlines', 'agency', 'airline ticketing', 'travel agency', 'processing', 'itinerary', 'leisure']",18 Days Ago
Hiring For a International Airline American Airline _chat process,0-3 Yrs,Mind Fox Consulting,07/04/2023,3-7 Lacs PA,"New Delhi, Gurgaon/Gurugram, Delhi / NCR","['Customer Service', 'Airlines', 'passenger handling', 'airline process', 'ground handling', 'handling', 'aircraft handling', 'indigo']",2 Days Ago
Booking Executive - Shipping - USA - Night Shift,3-7 Yrs,Eagle Trans Shipping Logistics,07/04/2023,Not disclosed,Pune(Viman Nagar),"['Shipment', 'FCL', 'Shipping Line', 'broking', 'shipping', 'bill of lading', 'usa', 'lcl']",1 Day Ago
Opening For Crew Recruitment Executive - Andheri (Shipping Experience),2-7 Yrs,Marshal Ship Management,07/04/2023,Not disclosed,Mumbai (All Areas),"['recruitment', 'crew recruitment', 'communication skills', 'sourcing', 'shipping', 'follow ups', 'sourcing profiles', 'ups']",6 Days Ago
"Documentation Executive / Manager, Shipping Executive / Manager",0-5 Yrs,SA Import Export Delhi,07/04/2023,7-17 Lacs PA,"Temp. WFH - Jaipur, Delhi / NCR, Mumbai (All Areas)","['Documentation Skills', 'Shipping', 'Marine Operations', 'Documentation Tools', 'Documentation', 'microsoft', 'freight forwarding', 'chartering']",13 Days Ago
Shipping Executive,0-5 Yrs,Sharda Exports,07/04/2023,1.5-2.5 Lacs PA,Meerut,"['Excel', 'Documentation', 'management', 'export', 'export documentation', 'document verification', 'shipping', 'documents']",2 Days Ago
Shipping Manager,9-14 Yrs,Varun Beverages Limited,07/04/2023,Not disclosed,Cuttack,"['Shipping', 'stock control', 'warehouse management', 'inventory', 'shipment', 'warehouse', 'inventory management', 'logistics management']",7 Days Ago
Shipping Executive,5-10 Yrs,Sofomation Energy Consultants,07/04/2023,1-4 Lacs PA,UAE,"['Food Manufacturing', 'Shipping', 'Shipping Line', 'manufacturing', 'line']",14 Days Ago
Shipping Executive,0-4 Yrs,7 Consultancy,07/04/2023,Not disclosed,Bengaluru,"['excel', 'shipping', 'Executive Supervisor', 'Shipping Executive']",30+ Days Ago
Shipping Manager,5-10 Yrs,TEXA SHIPPING LIMITED ,07/04/2023,6-12 Lacs PA,"Mumbai, Dubai","['Shipping Line', 'management', 'export documentation', 'import', 'import documentation', 'clearing', 'logistics', 'custom']",12 Days Ago
Shipping Executive,2-7 Yrs,Henkel,07/04/2023,Not disclosed,Mumbai,"['shipping', 'export', 'management', 'import management', 'import', 'Imports Management', 'Shipping Executive']",30+ Days Ago
Shipping Executive,1-2 Yrs,Laxmi Ideal Interiors,07/04/2023,1.25-2 Lacs PA,Jaipur,"['Computer Skills', 'microsoft', 'mail management', 'computer knowledge', 'invoicing', 'office', 'invoice processing', 'processing']",10 Days Ago
Operations Executive- Logistics/shipping/Male in Ahmedabad,2-4 Yrs,Demira Freight Linkers India Pvt. Ltd.,07/04/2023,Not disclosed,Ahmedabad,"['Export Documentation', 'Customer Relationship', 'Freight Forwarding', 'Shipping', 'Import Documentation', 'operations', 'shipment', 'logistics']",24 Days Ago
Sales Executive Shipping Logistics / Freight Forwarding 1 -3 Chennai,2-3 Yrs,Talent  Corner HR Services Pvt Ltd,07/04/2023,Not disclosed,Chennai,"['freight forwarding', 'sales', 'development', 'business development', 'forwarding', 'logistics', 'shipping', 'freight']",30+ Days Ago
Shipping Manager,10-20 Yrs,Mancraft Consulting,07/04/2023,6-9.5 Lacs PA,"Gurgaon/Gurugram, Delhi / NCR","['DGFT', 'Duty Drawback', 'Customs Documentation', 'Freight Forwarding', 'Shipping Documentation', 'shipping', 'export', 'sea freight']",7 Days Ago
Shipping Executive,1-4 Yrs,7 Consultancy,07/04/2023,Not disclosed,Delhi,"['shipping', 'servicing', 'management', 'operations', 'mis', 'consultancy', 'sales operations', 'dso']",30+ Days Ago
"Manager- Shipping (Kota , Jabalpur, Bhopal)",10-15 Yrs,Varun Beverages Limited,07/04/2023,Not disclosed,"Kota, Bhopal, Jabalpur","['beverage', 'logistics', 'management', 'shipping']",17 Days Ago
Trainee Seaman and Deck Cadet-Container Ship,0-2 Yrs,Ocean Star Ships,07/04/2023,Not disclosed,Panchkula,"['training', 'Trainee Seaman and Deck Cadet-Container Ship']",30+ Days Ago
Shipping co-ordinator,10-12 Yrs,Instatalent Recruit,07/04/2023,Not disclosed,Mumbai,"['export import', 'auditing', 'indenting', 'shipping', 'freight', 'finished products', 'forwarding', 'freight forwarding']",30+ Days Ago
Shipping & Logistics Manager,5-8 Yrs,Cosmos Group,07/04/2023,12-15 Lacs PA,Delhi / NCR(R.K. Puram),"['logistics', 'management', 'export documentation', 'shipping', 'clearing', 'customs', 'custom', 'documentation']",20 Days Ago
Senior Manager -  Shipping,10-15 Yrs,Sunrise Sports India,07/04/2023,8-9.5 Lacs PA,Chennai(Iyyappanthangal),"['Shipment', 'supply chain logistics', 'Shipping', 'Logistics', 'export import', 'import', 'management', 'customer service']",30 Days Ago
Shipping Manager,8-10 Yrs,Nidhi Maritime Consultancy,07/04/2023,Not disclosed,Remote,"['clearing', 'software testing', 'freight', 'shipping operations', 'import export', 'relationship building', 'import', 'export']",30+ Days Ago
Senior Manager (L5) -IOT & BUSINESS ANALYTICS,8-10 Yrs,Tata Motors Finance,07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['iot', 'process', 'process mapping', 'mapping', 'project engineering', 'strategic planning', 'manufacturing engineering', 'project engineering management']",1 Day Ago
Senior Manager (L5) - Geospatial Analytics,3-8 Yrs,Tata Motors Finance,07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['arcgis', 'computer science', 'science', 'gis software', 'management', 'computer', 'senior', 'interpersonal skills']",1 Day Ago
Senior Manager - AI_ML_Fleetedge Analytics,4-6 Yrs,Tata Motors Finance,07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['analytical', 'management', 'python', 'science', 'machine learning', 'data', 'analytics', 'microsoft windows']",1 Day Ago
Remediation Business Analyst,7-15 Yrs,Capco,07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['data quality', 'financial services', 'data', 'operational risk', 'reporting', 'operations', 'remediation', 'analysis']",1 Day Ago
Business Analyst Data Governance,3-7 Yrs,Capco,07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['jira', 'case', 'finance', 'migration', 'data governance', 'data migration', 'management', 'stakeholder management']",1 Day Ago
Analytics Engineer,3-6 Yrs,Fractal Analytics,07/04/2023,Not disclosed,"Mumbai, Pune, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru","['analytical', 'sql', 'python', 'data modeling', 'management', 'computer', 'healthcare', 'computer science']",1 Day Ago
Data Analyst,0-5 Yrs,Quickxpert Infotech,07/04/2023,Not disclosed,"Kolkata, Indore, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","['SQL', 'data', 'c++', 'dbms', 'data analysis', 'tableau', 'analysis', 'data visualization']",Today
Power BI Professional,6-11 Yrs,Capgemini,07/04/2023,Not disclosed,"Mumbai, Pune, Chennai, Bangalore/Bengaluru","['Power BI', 'custom', 'sql server', 'data', 'integration', 'serv', 'ssrs', 'power bi desktop']",3 Days Ago
Market Mix Modelling (MMM) - Pharma domain,5-12 Yrs,Fractal Analytics,07/04/2023,Not disclosed,"Mumbai, Pune, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru","['python', 'excel', 'mmm', 'marketing analytics', 'analytics', 'mentoring', 'market mix modelling', 'modeling']",5 Days Ago
Business Analyst,0-1 Yrs,Vatsal Technosoft,07/04/2023,Not disclosed,"Kolkata, Mumbai, Indore, Pune, Ahmedabad, Surat, Bangalore/Bengaluru, Vadodara","['analytical skill', 'client reporting', 'research', 'client', 'reporting', 'excel', 'business analysis', 'analytical']",30+ Days Ago
Senior Manager - Functional Analytics (Reliability),3-5 Yrs,Tata Motors Finance,07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['analytics', 'analytical', 'management', 'data', 'automotive', 'quality', 'senior management', 'analysis']",9 Days Ago
Global Sourcing Data Analyst,3-5 Yrs,"PerkinElmer, Inc.",07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['analytics', 'analytical', 'workflow', 'management', 'data', 'business analytics', 'sourcing', 'data analysis']",14 Days Ago
Technology Architect,8-13 Yrs,Infosys,07/04/2023,Not disclosed,"Hybrid - Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['Cloud Architecture', 'data architecture', 'data', 'warehouse', 'data warehousing', 'architecture', 'cloud', 'technology']",1 Day Ago
Data Analyst - Associate,4-6 Yrs,PwC,07/04/2023,Not disclosed,"Mumbai, Hyderabad/Secunderabad, Bangalore/Bengaluru","['analytics', 'power bi', 'analytical', 'ifs', 'data', 'business intelligence', 'process', 'data analysis']",2 Days Ago
Business Analyst,7-12 Yrs,Capco,07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['gap analysis', 'test cases', 'data', 'asset management', 'data analysis', 'software testing', 'bfsi', 'finance']",30+ Days Ago
Business Analyst - Process Automation,2-6 Yrs,Capco,07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['automation', 'mapping', 'visio', 'data mapping', 'business analysis', 'acceptance testing', 'software testing', 'management']",30+ Days Ago
Vulnerability management Analyst,2-6 Yrs,Atos,07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['senior', 'management', 'security', 'vulnerability management', 'Senior Analyst', 'Vulnerability']",21 Days Ago
BA- UK Pensions,7-12 Yrs,Capco,07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['financial services', 'management', 'transformation', 'asset', 'process mapping', 'agile', 'digital', 'mapping']",21 Days Ago
Analytics and Modeling Analyst,3-4 Yrs,Accenture,07/04/2023,Not disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['Business process', 'Consulting', 'Market research', 'Outsourcing', 'Secondary research', 'analysis', 'secondary', 'predictive modeling']",18 Days Ago
BA-TDI Server Remediations,7-12 Yrs,Capco,07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['remediation', 'server', 'test cases', 'serv', 'consulting', 'asset management', 'software testing', 'bfsi']",27 Days Ago
Business Intelligence Analyst,7-10 Yrs,Applied Materials,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['Python', 'bi', 't-sql', 'ssrs', 'microsoft', 'power bi', 'spark mllib', 'business analysis']",10 Days Ago
Data Analyst - Business Intelligence/Dashboard Design,2-4 Yrs,KS Smart Solutions,07/04/2023,Not disclosed,Chennai,"['Data Analysis', 'design', 'data cleansing', 'intelligence', 'data', 'dashboards', 'cleansing', 'data integrity']",2 Days Ago
Business Intelligence Analyst- SQL Developer,3-5 Yrs,Firstsource,07/04/2023,Not disclosed,Permanent Remote,"['SSAS', 'SQL Development', 'SSRS', 'SQL Server', 'ETL', 'development', 'business intelligence', 'reporting']",3 Days Ago
Business Intelligence Developer,4-9 Yrs,Impetus Technologies,07/04/2023,Not disclosed,"Noida, Kolkata, Indore, Navi Mumbai, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)","['Business Intelligence', 'Advance Sql', 'SSIS', 'ETL', 'SQL', 'development', 'data warehousing', 'warehouse']",1 Day Ago
Senior Business Intelligence Analyst,2-4 Yrs,Diebold,07/04/2023,Not disclosed,Hyderabad/Secunderabad,"['technology management', 'generation', 'business transformation', 'senior', 'report generation', 'legal', 'intelligence', 'recruitment']",1 Day Ago
