Job Title,Experience,Company,Scraped data,Salary,Location,Tags,Posted date
"Senior Engineer - Systems Programming C, C",5-8 Yrs,Compugain Solutions India,07/04/2023,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru","['programming', 'networking', 'c', 'firewall', 'debugging', 'data', 'coding', 'system programming']",30+ Days Ago
Lead Engineer - System Programming C/C,8-10 Yrs,Unisys,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['design', 'information technology', 'software testing', 'engineering', 'c', 'sockets', 'technology', 'socket programming']",30+ Days Ago
Engineer - System Programming (C/C ),2-6 Yrs,Unisys,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['sockets', 'technology', 'software testing', 'coding', 'system', 'microsoft windows', 'c++', 'information technology']",30+ Days Ago
Senior Software Engineer - Java Developer,8-13 Yrs,Lowe's,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['mvc', 'bootstrap', 'development', 'software development', 'react.js', 'java development', 'spring mvc', 'kafka']",4 Days Ago
Senior Software Engineer - C Developer,3-5 Yrs,FactSet,07/04/2023,Not disclosed,Hyderabad/Secunderabad,"['c', 'sql', 'c++', 'nosql', 'data structures', 'development', 'engineering', 'programming']",30+ Days Ago
Altisource Senior Software Engineer - JAVA Backend Developer,5-10 Yrs,Altisource,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['jira', 'physical', 'software', 'xml', 'workflow', 'json', 'java', 'java application development']",13 Days Ago
EDP officer | Urgently Required | Bharuch|| Gujarat,0-4 Yrs,RMW India Services,07/04/2023,3-4.5 Lacs PA,"Bharuch, Navsari, Surat","['MS Office', 'data analysis', 'data maintenance', 'maintenance', 'edp', 'data management', 'management', 'reporting']",Just Now
EDP officer ( DTP Operator ) | Aakash Institute | Varachha,0-5 Yrs,Parth Associates,07/04/2023,2-4 Lacs PA,"Bhavnagar, Navsari, Surat","['EDP', 'VLOOKUP', 'Corel Draw', 'Advanced Excel', 'MS Office', 'hlookup', 'institute', 'dtp operating']",1 Day Ago
EDP officer | Urgently Required | kalyan|| Mumbai,0-4 Yrs,RMW India Services,07/04/2023,3-4.5 Lacs PA,"Mumbai, Kalyan/Dombivli, Surat","['MS Office', 'corel draw', 'microsoft', 'draw', 'data analysis', 'data entry', 'data operation', 'edp management']",Just Now
EDP officer | DTP operator | Aakash Institute | Navi Mumbai,0-4 Yrs,RMW India Services,07/04/2023,3-4.5 Lacs PA,"Navi Mumbai, ghatkopar, Andheri","['MS Office', 'data analysis', 'data maintenance', 'maintenance', 'edp', 'data management', 'institute', 'management']",Just Now
Urgent hiring| EDP officer/DTP Operator| Mumbai-Maharashtra,0-5 Yrs,Parth Associates,07/04/2023,2-4 Lacs PA,"Kalyan/Dombivli, Ghatkopar, Andheri","['EDP', 'VLOOKUP', 'Corel Draw', 'Advanced Excel', 'MS Office', 'dtp', 'hiring', 'data']",1 Day Ago
EDP officer | Urgently Required | Gandhinagar(Gujarat),0-4 Yrs,RMW India Services,07/04/2023,3-4 Lacs PA,"Gandhinagar, Navsari, Surat","['EDP Management', 'Report Preparation', 'Advanced Excel', 'Data Operations', 'HLOOKUP', 'data entry', 'maintenance', 'data operation']",Just Now
EDP officer | Urgently Required | Golibar Maidan|| Pune,0-4 Yrs,RMW India Services,07/04/2023,3-4.5 Lacs PA,"Nagpur, Pune, golibar maidan","['MS Office', 'vba', 'data', 'excel', 'analysis', 'photoshop', 'edp management', 'data operations']",2 Days Ago
EDP officer | Urgently Required | Navsari,0-4 Yrs,RMW India Services,07/04/2023,3-4.5 Lacs PA,"Bhavnagar, Navsari, Surat","['MS Office', 'vlookup', 'reporting', 'microsoft', 'data entry', 'data entry operation', 'data maintenance', 'management']",Just Now
"EDP officer |  Katni , Madhya Pradesh",0-4 Yrs,RMW India Services,07/04/2023,3-5 Lacs PA,"Katni, Sihora, Shahnagar","['EDP Management', 'Report Preparation', 'Advanced Excel', 'Data Operations', 'HLOOKUP', 'analysis', 'access', 'operations']",4 Days Ago
EDP officer | Aakash Institute | Katni,0-4 Yrs,RMW India Services,07/04/2023,3-5 Lacs PA,"Katni, Sihora, Shahnagar","['EDP Management', 'Report Preparation', 'Advanced Excel', 'Data Operations', 'HLOOKUP', 'vba', 'data', 'excel']",4 Days Ago
EDP Executive,,"Deccan Enterprises Pvt Ltd.,",07/04/2023,Not disclosed,,"['backup', 'microsoft', 'edp', 'Microsoft 365']",3 Days Ago
Edp Manager,2-5 Yrs,Oriental Power Cables,07/04/2023,Not disclosed,Kota,"['Edp', 'edp management', 'procurement', 'sap', 'management']",1 Day Ago
EDP Operator,0-15 Yrs,WSD Consultant,07/04/2023,Not disclosed,"Noida, Gurgaon","['accessories', 'management', 'operations', 'preventive maintenance', 'database management system', 'counselling', 'printing', 'preventive']",30+ Days Ago
EDP - EXECUTIVE,1-6 Yrs,Saphire Honda,07/04/2023,Not disclosed,Bengaluru,"['executive training', 'edp', 'dbms', 'puc', 'training', 'product training', 'Training Executive', 'Executive EDP']",30+ Days Ago
ERP/EDP Executives,2-4 Yrs,Singapore International School,07/04/2023,Not disclosed,Mumbai,"['desk', 'telephony', 'erp', 'relationship', 'helpdesk', 'telephony support', 'customer relationship', 'customer service']",30+ Days Ago
Edp Manager,2-7 Yrs,Rajesh Mangal And Company,07/04/2023,3-3.5 Lacs PA,Indore,"['management', 'edp', 'software skills', 'hardware', 'edp management', 'software', 'computer', 'must have both hardware and software knowledge']",7 Days Ago
EDP officer | Urgently Required | Manchar || PUNE,0-5 Yrs,Parth Associates,07/04/2023,3-4 Lacs PA,"Pune, Mumbai (All Areas), Manchar","['Data Management', 'MS Office', 'microsoft', 'edp management', 'data', 'corel', 'office', 'advanced excel']",21 Days Ago
EDP Incharge,3-4 Yrs,Mycitypune,07/04/2023,Not disclosed,Pune,"['sql', 'oracle', 'operating systems', 'real time pcr', 'html', 'languages', 'time', 'real time operating system']",30+ Days Ago
Assistant Manager - EDP,3-5 Yrs,SPM Jobs,07/04/2023,Not disclosed,Erode,"['assistance', 'crystal report', 'computer science', 'spm', 'edp', '.net', 'sap', 'crystal']",30+ Days Ago
EDP Manager,3-5 Yrs,Mycityband,07/04/2023,Not disclosed,"Hyderabad, Ahmedabad","['export', 'management', 'export import', 'edp management', 'import', 'edp']",30+ Days Ago
Software Test Engineer For people with disability,2-7 Yrs,Giftabled Innoventures,07/04/2023,Not disclosed,"Hybrid - Mumbai, Bangalore/Bengaluru, Delhi / NCR","['sdet', 'automation tools', 'software', 'manual', 'automation testing', 'automation', 'software testing', 'manual testing']",2 Days Ago
Junior Software Test Engineer,0-1 Yrs,Hi Tech Chennai India,07/04/2023,Not disclosed,Chennai,"['c', 'autocad', 'qa testing', 'software qa', 'engineering', 'solid', 'press release', 'quality assurance']",30+ Days Ago
Urgent Hiring Software Support Engineer | Tcs,0-0 Yrs,Evision Technoserve,07/04/2023,2.5-3.5 Lacs PA,"Tirupur/Tiruppur, Tiruvadanai, Tiruvannamalai, Tirunelveli, Chennai, Bangalore/Bengaluru, Vellore, Villupuram/Viluppuram, Virudhunagar","['Network Engineering', 'Civil Engineering', 'Mechanical Engineering', 'Electrical Engineering', 'hiring', 'electricals', 'tcae', 'software engineering']",6 Days Ago
Network Software Engineering Specialist,4-6 Yrs,Telstra,07/04/2023,Not disclosed,Pune,"['jira', 'engineering', 'software engineering', 'networking', 'data', 'software', 'technology management', 'architectural design']",21 Days Ago
Software Engineer - Telecom,0-3 Yrs,IndiaMART,07/04/2023,Not disclosed,Noida,"['software', 'software engineering', 'software testing', 'coding', 'design', 'sql', 'git', 'query']",30+ Days Ago
"Software Testing Trainee, Software Tester, Software Test Engineer",0-5 Yrs,Quickxpert Infotech,07/04/2023,Not disclosed,"Thane, Pune, Mumbai (All Areas)","['Software Testing', 'training', 'computer science', 'engineering', 'electronics engineering', 'manual testing', 'electronics', 'computer']",Today
Urgent Hiring ll Software Support Engineer ll IBM,0-0 Yrs,Evision Technoserve,07/04/2023,2.5-3.5 Lacs PA,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","['Network Engineering', 'Civil Engineering', 'Mechanical Engineering', 'Electrical Engineering', 'hiring', 'electricals', 'software engineering', 'networking']",9 Days Ago
Urgent Hiring ll Software Support Engineer ll Wipro,0-0 Yrs,Evision Technoserve,07/04/2023,2.5-3.5 Lacs PA,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","['Network Engineering', 'Civil Engineering', 'Mechanical Engineering', 'Electrical Engineering', 'hiring', 'electricals', 'networking', 'design']",14 Days Ago
HCLTech || Technical Lead-Ph.D. -Telecom,0-1 Yrs,HCLTech,07/04/2023,Not disclosed,"Noida, Chennai, Bangalore/Bengaluru","['5G Architecture', 'machine learning', 'architecture', 'networking', 'machine', '5g', 'telecom', 'telecommunication']",28 Days Ago
Urgent Hiring Software Support Engineer | HCL,0-0 Yrs,Evision Technoserve,07/04/2023,2.5-3.5 Lacs PA,"Sindhudurg, Nagpur, Thane, Ratnagiri, Pune, Sangli, Wardha, Solapur, Mumbai (All Areas)","['Network Engineering', 'Civil Engineering', 'Mechanical Engineering', 'Electrical Engineering', 'web designing', 'java', 'web technologies', 'networking']",4 Days Ago
Software Test Engineer,0-1 Yrs,Applied Materials,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['interpersonal skill', 'software testing', 'product development', 'tools', 'industrial', 'management', 'testing tools', 'interpersonal']",30+ Days Ago
Junior Software Engineer,0-2 Yrs,Parallelstack Sytems,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['3g', 'os internals', 'software', 'coding', 'linux', 'tcp', 'operating systems', 'wireless']",30+ Days Ago
Urgent Hiring Software Support Engineer | Tcs,0-0 Yrs,Evision Technoserve,07/04/2023,2.5-3.5 Lacs PA,"Noida, Kolkata, Arwal, Bhagalpur, Begusarai, Araria, Lucknow, Banka, Aurangabad","['Network Engineering', 'Civil Engineering', 'Mechanical Engineering', 'Electrical Engineering', 'web technologies', 'development', 'software', 'electronics']",Just Now
Urgent Hiring Software Support Engineer | Accenture,0-0 Yrs,Evision Technoserve,07/04/2023,2.5-3.5 Lacs PA,"Noida, Kolkata, Patna, Purnia, Nawada, Lucknow, Saharsa, Rohtas, Nalanda","['Network Engineering', 'Civil Engineering', 'Mechanical Engineering', 'Electrical Engineering', 'web technologies', 'development', 'software', 'electronics']",Just Now
Urgent Hiring Software Support Engineer | HCL,0-0 Yrs,Evision Technoserve,07/04/2023,2.5-3.5 Lacs PA,"Madhepura, Kolkata, Munger, Katihar, Muzaffarpur, Gurgaon/Gurugram, Madhubani, Delhi / NCR, Lakhisarai","['Network Engineering', 'Civil Engineering', 'Mechanical Engineering', 'Electrical Engineering', 'hiring', 'software support', 'manual', 'rf engineering']",Just Now
Urgent Hiring Software Support Engineer | Tech Mahindra,0-0 Yrs,Evision Technoserve,07/04/2023,2.5-3.5 Lacs PA,"Noida, Kolkata, Bettiah, Motihari, Buxar, Lucknow, Darbhanga, Gaya, Bhojpur","['Network Engineering', 'Civil Engineering', 'Mechanical Engineering', 'Electrical Engineering', 'web designing', 'java', 'web technologies', 'networking']",Just Now
Urgent Hiring Software Support Engineer | Wipro,0-0 Yrs,Evision Technoserve,07/04/2023,2.5-3.5 Lacs PA,"Noida, Kolkata, Arwal, Bhagalpur, Begusarai, Araria, Lucknow, Banka, Aurangabad","['Network Engineering', 'Civil Engineering', 'Mechanical Engineering', 'Electrical Engineering', 'hiring', 'software support', 'manual', 'rf engineering']",Few Hours Ago
Urgent Hiring Software Support Engineer | Tech Mahindra,0-0 Yrs,Evision Technoserve,07/04/2023,2.5-3.5 Lacs PA,"Noida, Sahebganj, Kolkata, Seragad, Serango, Lucknow, Ranchi, Singheshwar, Ramgarh Chowk","['Network Engineering', 'Civil Engineering', 'Mechanical Engineering', 'Electrical Engineering', 'civil', 'electronics', 'ece', 'web designing']",Few Hours Ago
Urgent Hiring Software Support Engineer | HCL,0-0 Yrs,Evision Technoserve,07/04/2023,2.5-3.5 Lacs PA,"Noida, Kolkata, Godda, Gumla, Giridih, Hazaribag, Garhwa, Gurgaon/Gurugram, Jamtara","['Network Engineering', 'Civil Engineering', 'Mechanical Engineering', 'Electrical Engineering', 'web technologies', 'development', 'software', 'electronics']",Few Hours Ago
Urgent Hiring Software Support Engineer | Tech Mahindra,0-0 Yrs,Evision Technoserve,07/04/2023,2.5-3.5 Lacs PA,"Noida, Uttar Dinajpur, Kolkata, Purbasthali, Nadia, Purulia, Lucknow, Maldah/Malda, Murshidabad","['Network Engineering', 'Civil Engineering', 'Mechanical Engineering', 'Electrical Engineering', 'hiring', 'electricals', 'software engineering', 'networking']",1 Day Ago
Urgent Hiring Software Support Engineer | HCL,0-0 Yrs,Evision Technoserve,07/04/2023,2.5-3.5 Lacs PA,"Panipat, Noida, Sirsa, Rohtak, Rewari, Panchkula, Sonipat/Sonepat, Gurgaon/Gurugram, Delhi / NCR","['Network Engineering', 'Civil Engineering', 'Mechanical Engineering', 'Electrical Engineering', 'web technologies', 'development', 'software', 'electronics']",1 Day Ago
Telecom Engineer,0-4 Yrs,Seven Consultancy (HR Solution),07/04/2023,Not disclosed,Salem,"['hardware networking', 'management', 'telecommunication', 'hardware', 'consultancy', 'manpower', 'troubleshooting', 'recruitment']",30+ Days Ago
TELECOM ENGINEER,0-4 Yrs,Foundation Manpower Management,07/04/2023,Not disclosed,Kolkata,"['manpower management', 'hardware networking', 'management', 'networking', 'telecom engineering', 'transmission', 'c', 'telecom']",30+ Days Ago
Urgent Job Opening For Telecom Technician/Engineer @ Saudi Arabia,5-10 Yrs,Voltech HR Services (VHRS),07/04/2023,Not disclosed,Saudi Arabia,"['Substation', 'power plant', 'telecom', 'plant', 'software testing', 'telecom testing', 'telecom engineering', 'networking']",9 Days Ago
Telecom site engineer,5-10 Yrs,Voltech HR Services (VHRS),07/04/2023,Not disclosed,Saudi Arabia,"['Telecommunication', 'optics', 'site', 'fiber', 'telecom', 'fiber optic', 'fiber optics']",7 Days Ago
Telecom Engineer,3-5 Yrs,DS Construction,07/04/2023,2.5-3.5 Lacs PA,"Jalgaon, Nasik/Nashik, Aurangabad","['Fiber Optics', 'operation maintenance', 'Telecom Engineering', 'Optical Fiber', 'OFC', 'otdr', 'maintenance', 'engineering']",1 Day Ago
Responsibility Matrix - Engineer DT,0-2 Yrs,Telecom Network Solutions (TNS),07/04/2023,Not disclosed,other location,"['emf survey', 'radio', 'gsm', '4g', 'emf', 'lte', 'telecom', 'survey']",30+ Days Ago
Senior Telecom Engineer,5-10 Yrs,Centillion Networks,07/04/2023,Not disclosed,Hyderabad/Secunderabad,"['Pabx', 'Tetra/UHF/VHF', 'CCTV', 'PAGA', 'Radio System', 'uhf', 'vsat', 'control']",7 Days Ago
Telecom Engineer,2-5 Yrs,Telecomone Teleservices,07/04/2023,Not disclosed,"Hyderabad/Secunderabad(Miyapur +1), miyapur, hitech city, mehdipatnam","['Telecom', 'engineering', 'installation', 'fiber optic', 'bts', 'telecom engineering', 'rf engineering', 'cell']",3 Days Ago
Telecom Engineer - Telecom,6-8 Yrs,Alp Consulting,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['budgeting', 'telecom', 'sub', 'telecom engineering', 'cctv']",8 Days Ago
Telecom Engineer,2-3 Yrs,Manpowergroup Services India,07/04/2023,2.5-3.75 Lacs PA,Bangalore/Bengaluru,"['UBR', 'Battery', 'SMPS', 'WiFi', 'maintenance of small cell', 'maintenance', 'telecom', 'small cell']",10 Days Ago
Quality Engineer Telecom- Network,3-8 Yrs,Quarks Technosoft,07/04/2023,Not disclosed,"Gurgaon/Gurugram, Bangalore/Bengaluru","['planning', 'sql', 'test planning', 'networking', 'gprs', 'telecom', 'software testing', 'quality']",10 Days Ago
Telecom Engineer,0-19 Yrs,Azurreo Sas,07/04/2023,Not disclosed,Not specified,"['mpls', 'troubleshooting', 'information technology', 'telecom', 'technology', 'lan', 'system', 'vpn']",30+ Days Ago
Telecom Engineer,6-11 Yrs,Voltech HR Services (VHRS),07/04/2023,Not disclosed,Saudi Arabia,"['telecom engineer', 'telecom', 'telecom engineering', 'fiber', 'networking', 'engineering', 'network']",9 Days Ago
Sr Telecom Engineer,3-4 Yrs,Seven Consultancy (HR Solution),07/04/2023,Not disclosed,Ahmedabad,"['change', 'disaster recovery', 'handling', 'recruitment', 'change management', 'sr', 'engineering', 'programming']",30+ Days Ago
Lead Telecom Engineer,5-10 Yrs,Madhees,07/04/2023,Not disclosed,Hyderabad,"['Automation', 'Networking', 'Process improvement', 'Billing', 'VOIP', 'Telecommunication', 'SIP', 'microsoft']",30+ Days Ago
Telecom Site Engineer,1-6 Yrs,Technogs Consultancy Services,07/04/2023,4.5-6 Lacs PA,Saudi Arabia,"['GSM', 'RF Planning', 'RF Optimization', 'telecom', 'Signalling', 'engineering', 'planning', 'optimization']",21 Days Ago
Telecom Engineer,3-7 Yrs,Anthology,07/04/2023,Not disclosed,Chennai,"['computer', 'operations', 'mpls', 'hardware', 'voip', 'telecommunication', 'support services', 'troubleshooting']",30+ Days Ago
Telecom Engineer,5-10 Yrs,Madhees,07/04/2023,Not disclosed,Hyderabad,"['Automation', 'Networking', 'Process improvement', 'Billing', 'VOIP', 'Telecommunication', 'SIP', 'microsoft']",30+ Days Ago
Telecom Engineer,2-7 Yrs,7 Consultancy,07/04/2023,Not disclosed,Delhi,"['costing', 'telecommunication', 'technical design', 'consultancy', 'technical', 'design', 'recruitment', 'networking']",30+ Days Ago
Solutions Engineer (Telecom Domain),5-7 Yrs,Blue Arcus Technologies,07/04/2023,Not disclosed,Hyderabad/Secunderabad,"['Interfaces and Call flows', '4G & 5G Core ComponentsArchitecture', 'telecommunication', '4g', 'call flow', '5g', 'calling', 'interfaces']",28 Days Ago
Customer Success Associate_ International Voice Process,1-5 Yrs,Amazon,07/04/2023,Not disclosed,Pune,"['customer support', 'international voice process', 'process', 'voice', 'business development', 'presales', 'customer focus', 'csa']",Few Hours Ago
Customer Success Associate_ International Voice Process,1-5 Yrs,Amazon,07/04/2023,Not disclosed,Hyderabad/Secunderabad,"['customer support', 'international voice process', 'bpo voice', 'business development', 'bpo', 'cold', 'technical', 'customer focus']",Few Hours Ago
Customer Support Executive (BPO),0-5 Yrs,Teleperformance (TP),07/04/2023,2.25-4 Lacs PA,"Mumbai, Malad","['Communication Skills', 'Voice Process', 'International BPO', 'bpo', 'non voice', 'rotational shifts', 'non voice process', 'voice']",Few Hours Ago
Banking Executive - Customer Care Associate/Banking Process/BPO,0-2 Yrs,JobShop,07/04/2023,2.25-2.75 Lacs PA,Bangalore/Bengaluru,"['process', 'domestic voice process', 'customer care', 'domestic voice', 'recruitment', 'voice', 'account management', 'banking process']",14 Days Ago
Sales InBound Banking Executive - Customer Care Associate / Bpo,0-5 Yrs,JobShop,07/04/2023,1-2.25 Lacs PA,Bangalore/Bengaluru,"['voice process', 'voice', 'sales', 'process', 'customer care', 'customer support', 'inbound', 'bpo']",14 Days Ago
Banking Executive - Customer Care Associate / Sales Domestic Bpo,0-2 Yrs,JobShop,07/04/2023,2.25-2.75 Lacs PA,Chennai,"['domestic voice process', 'process', 'customer care', 'domestic voice', 'recruitment', 'domestic bpo', 'account management', 'voice']",14 Days Ago
Banking Executive - Customer Care Associate /  Sales Domestic Bpo,0-2 Yrs,JobShop,07/04/2023,2.25-2.75 Lacs PA,Bangalore/Bengaluru,"['domestic voice process', 'process', 'customer care', 'domestic voice', 'recruitment', 'domestic bpo', 'account management', 'voice']",14 Days Ago
Customer Support Executive || Inbound || NSB BPO,,NSB BPO Solutions,07/04/2023,1.25-3 Lacs PA,,"['Customer Care Service', 'Inbound Voice Process', 'domestic voice', 'voice support', 'csa', 'bpo customer service', 'telecalling', 'customer support']",7 Days Ago
"BPO | Customer Care Executive | Earn ""Unlimited Incentives"" | Call Now",0-5 Yrs,Sango Consultancy,07/04/2023,4.5-7.5 Lacs PA,"New Delhi, Gurgaon/Gurugram, Delhi / NCR","['BPO', 'Customer Service', 'International Call Center', 'customer care', 'Call Center', 'communication skills', 'incentives', 'international voice process']",3 Days Ago
BPO - Customer Support Associate (kolkata),0-5 Yrs,2coms,07/04/2023,"50,000-2 Lacs PA","Kolkata, Kolkata","['bpo', 'voice', 'customer support']",6 Days Ago
Bpo Executive - Chennai/ Customer Support Executive / Associate,0-5 Yrs,JobShop,07/04/2023,2.75-4.5 Lacs PA,Bangalore/Bengaluru,"['analytical', 'management', 'team management', 'customer support', 'technology', 'voice', 'technology management', 'analytics']",14 Days Ago
Bpo Executive - Pune / Customer Support Executive / Associate,0-5 Yrs,JobShop,07/04/2023,2.75-4.5 Lacs PA,Pune,"['analytics', 'analytical', 'management', 'team management', 'team', 'process', 'voice', 'technology']",14 Days Ago
Customer Service Executive / BPO / Tele callers / Voice Process,0-5 Yrs,JobShop,07/04/2023,4.25-4.5 Lacs PA,Bangalore/Bengaluru,"['customer support', 'voice', 'voice process', 'international voice', 'telecalling', 'international', 'customer service', 'international voice process']",14 Days Ago
Executive - Travel Customer Support Associate / BPO Voice @ Bang,0-3 Yrs,JobShop,07/04/2023,"50,000-60,000 PA",Bangalore/Bengaluru,"['recruitment', 'voice', 'travel', 'customer support', 'bpo', 'bpo voice', 'Customer Support Associate', 'Travel Executive']",11 Days Ago
Executive - Domestic Voice /Customer Support Associate / BPO Voice,0-5 Yrs,JobShop,07/04/2023,2.5-3 Lacs PA,Bangalore/Bengaluru,"['domestic voice', 'voice', 'bpo voice', 'customer satisfaction', 'customer service', 'recruitment', 'sales', 'bpo']",12 Days Ago
Banking Executive - Customer Associate/ Sales InBound / Domestic Bpo,0-2 Yrs,JobShop,07/04/2023,2.25-2.75 Lacs PA,Bangalore/Bengaluru,"['domestic voice', 'bpo', 'management', 'inbound sales', 'recruitment', 'account management', 'complaints', 'domestic bpo']",14 Days Ago
Executive - International Customer Support Associate / BPO Voice,0-5 Yrs,JobShop,07/04/2023,4.25-4.5 Lacs PA,Bangalore/Bengaluru,"['process', 'senior', 'recruitment', 'voice', 'international voice', 'international', 'customer support', 'voice process']",15 Days Ago
Customer Care Executive -BPO Jobs in Bangalore,0-2 Yrs,JobShop,07/04/2023,2.25-2.75 Lacs PA,Bangalore/Bengaluru,"['management', 'complaints', 'domestic voice process', 'process', 'customer care', 'accounting', 'voice', 'domestic voice']",10 Days Ago
Customer Care Executive -BPO /English + Malayalam / in Chennai Sal 25K,0-5 Yrs,JobShop,07/04/2023,1-2.25 Lacs PA,Bangalore/Bengaluru,"['english', 'process', 'customer care', 'voice', 'sal', 'voice process', 'malayalam', 'bpo']",11 Days Ago
Hiring For Customer Service Executive - International and Domestic BPO,0-3 Yrs,Career Guideline Services India,07/04/2023,1-4 Lacs PA,"Thane, Panvel, Navi Mumbai, Goregaon, Kalyan/Dombivli, Bhayandar, Mumbai (All Areas), vashi","['customer service', 'inbound calls', 'hiring', 'blended process', 'bpo', 'inbound process', 'solving queries', 'customer handling']",5 Days Ago
Executive - Customer Care - BPO,0-2 Yrs,KGN Recruiter,07/04/2023,Not disclosed,Gurgaon/Gurugram,"['Customer Service', 'bpo', 'voice support', 'voice', 'customer care', 'customer support']",9 Days Ago
Executive - Customer Care - BPO - WalkIn,0-1 Yrs,KGN Recruiter,07/04/2023,Not disclosed,"Noida, Delhi / NCR","['Customer Service', 'customer support', 'voice', 'voice support', 'bpo', 'customer care', 'Walk-In']",9 Days Ago
Legal Officer,0-1 Yrs,Gharondaa Advisors,07/04/2023,Not disclosed,"Mumbai, MUMBAI - MAHARASHTRA","['Legal', 'research', 'civil litigation', 'civil', 'administration', 'legal research', 'writing', 'legal advice']",6 Days Ago
Legal Officer,0-2 Yrs,Ace Talent Consulting,07/04/2023,Not disclosed,Mumbai,"['Legal Officer', 'research', 'legal research', 'legal', 'litigation', 'administration', 'legal writing', 'writing']",3 Days Ago
Senior Manager - Legal,12-15 Yrs,Hero Enterprise,07/04/2023,Not disclosed,Delhi / NCR,"['contract management', 'vetting', 'Litigation', 'real estate laws', 'due diligence', 'diligence', 'real estate', 'management']",Few Hours Ago
Senior Manager - Legal,8-12 Yrs,Ipsos,07/04/2023,Not disclosed,Mumbai,"['employment law', 'stakeholder management', 'data privacy', 'commercial contracts', 'client negotiation', 'law', 'senior management', 'non litigation']",2 Days Ago
Legal Officer,0-1 Yrs,Gharondaa Advisors,07/04/2023,Not disclosed,Puri,"['Legal management', 'civil', 'legal advice', 'administration', 'legal research', 'civil litigation', 'litigation', 'writing']",6 Days Ago
Legal Officer,0-1 Yrs,Gharondaa Advisors,07/04/2023,Not disclosed,Firozpur,"['Legal management', 'research', 'legal research', 'legal', 'litigation', 'administration', 'legal writing', 'writing']",6 Days Ago
Legal Officer,0-1 Yrs,Gharondaa Advisors,07/04/2023,Not disclosed,Karimnagar,"['Legal management', 'legal', 'management', 'research', 'civil litigation', 'civil', 'administration', 'legal research']",6 Days Ago
Legal Officer,0-1 Yrs,Gharondaa Advisors,07/04/2023,Not disclosed,Nalgonda,"['Legal management', 'management', 'law', 'legal writing', 'legal research', 'administration', 'civil litigation', 'writing']",6 Days Ago
Legal Officer,0-1 Yrs,Gharondaa Advisors,07/04/2023,Not disclosed,Udham Singh Nagar,"['Legal management', 'civil', 'legal advice', 'administration', 'legal research', 'civil litigation', 'litigation', 'writing']",6 Days Ago
Legal Officer,0-1 Yrs,Gharondaa Advisors,07/04/2023,Not disclosed,Hugli,"['Legal management', 'civil', 'civil litigation', 'litigation', 'research', 'legal research', 'legal', 'law']",6 Days Ago
Legal Officer,0-1 Yrs,Gharondaa Advisors,07/04/2023,Not disclosed,Kurnool,"['Legal', 'civil', 'legal advice', 'administration', 'legal research', 'civil litigation', 'litigation', 'writing']",6 Days Ago
Legal Officer,0-1 Yrs,Gharondaa Advisors,07/04/2023,Not disclosed,Chikkamagaluru,"['Legal', 'law', 'legal writing', 'legal research', 'administration', 'civil litigation', 'writing', 'research']",6 Days Ago
Legal Officer,0-1 Yrs,Gharondaa Advisors,07/04/2023,Not disclosed,Raichur,"['Legal', 'civil', 'civil litigation', 'litigation', 'research', 'legal research', 'law', 'writing']",6 Days Ago
Legal Officer,0-1 Yrs,Gharondaa Advisors,07/04/2023,Not disclosed,Ashoknagar,"['Legal', 'civil', 'civil litigation', 'litigation', 'research', 'legal research', 'law', 'writing']",6 Days Ago
Legal Officer,0-3 Yrs,Gharondaa Advisors,07/04/2023,Not disclosed,Coimbatore,"['Legal advising', 'civil', 'legal advice', 'administration', 'advising', 'legal research', 'civil litigation', 'litigation']",6 Days Ago
Legal Officer,0-3 Yrs,Gharondaa Advisors,07/04/2023,Not disclosed,Alwar,"['Legal advising', 'civil', 'advising', 'litigation', 'research', 'legal research', 'civil litigation', 'legal']",6 Days Ago
Legal Officer,0-3 Yrs,Gharondaa Advisors,07/04/2023,Not disclosed,Kolkata,"['Legal advising', 'law', 'legal writing', 'legal research', 'administration', 'advising', 'civil litigation', 'writing']",6 Days Ago
Legal Officer,0-3 Yrs,Gharondaa Advisors,07/04/2023,Not disclosed,Rangareddy,"['Legal advising', 'research', 'legal research', 'legal', 'litigation', 'administration', 'legal writing', 'writing']",6 Days Ago
Legal Officer,0-3 Yrs,Gharondaa Advisors,07/04/2023,Not disclosed,Bhopal,"['Legal advising', 'civil', 'administration', 'law', 'writing', 'legal research', 'legal writing', 'civil litigation']",6 Days Ago
Legal Officer,0-2 Yrs,Gharondaa Advisors,07/04/2023,Not disclosed,Nizamabad,"['Legal', 'research', 'civil litigation', 'civil', 'drafting', 'administration', 'legal research', 'writing']",6 Days Ago
Marketing Executive,0-1 Yrs,AMP Market Dynamics,07/04/2023,Not disclosed,Permanent Remote,"['direct marketing', 'Field Marketing', 'Field Work', 'Customer Retention', 'Retail Branding', 'relationship marketing', 'marketing', 'brand']",5 Days Ago
